,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
36,118707,Non-peptidic,D-GalNAc-(1->4)-D-GlcNAc-(1->3)-[D-GalNAc-(1->4)-D-GlcNAc-(1->6)]-D-GalNAc-ol,,,,,http://purl.obolibrary.org/obo/CHEBI_53495,"2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranosyl-(1->3)-[2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-D-galactitol, D-GalpNAc-(1->4)-D-GlcpNAc-(1->3)-[D-GalpNAc-(1->4)-D-GlcpNAc-(1->6)]-D-GalNAc-ol, HPG-Beta2-N6",H antigen glycoprotein,https://ontology.iedb.org/ontology/ONTIE_0002135,,,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,,,,,,,,,,,,,,,,,G79216TC 
37,118708,Non-peptidic,D-GalNAc-(1->4)-[L-Fuc-(1->3)]D-GlcNAc-(1->3)-[D-GalNAc-(1->4)-[L-Fuc-(1->3)]-D-GlcNAc-(1->6)]-D-GalNAc-ol,,,,,http://purl.obolibrary.org/obo/CHEBI_53500,"2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-[L-fucopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-glucopyranosyl-(1->3)-[2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-[L-fucopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-D-galactitol, D-GalpNAc-(1->4)-[L-Fucp-(1->3)]-D-GlcpNAc-(1->3)-[D-GalpNAc-(1->4)-[L-Fucp-(1->3)]-D-GlcpNAc-(1->6)]-D-GalNAc-ol, HPG-Beta2-N7b, N-acetyl-D-galactosaminyl-(1->4)-[L-fucosyl-(1->3)]-N-acetyl-D-glucosaminyl-(1->3)-[N-acetyl-D-galactosaminyl-(1->4)-[L-fucoosyl-(1->3)]-N-acetyl-D-glucosaminyl-(1->6)]-N-acetyl-D-galactosaminitol",H antigen glycoprotein,https://ontology.iedb.org/ontology/ONTIE_0002135,,,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,,,,,,,,,,,,,,,,,G04043HT 
38,118710,Non-peptidic,D-GalNAc-(1->4)-D-GlcNAc-(1->6)-[D-GalNAc-(1->4)-[L-Fuc-(1->3)]-D-GlcNAc-(1->3)]-D-GalNAc-ol,,,,,http://purl.obolibrary.org/obo/CHEBI_53499,"2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranosyl-(1->6)-[2-acetamido-2-deoxy-D-galactopyranosyl-(1->4)-[6-deoxy-L-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-glucopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-galactitol, HPG-Beta2-N7a, N-acetyl-D-galactosaminyl-(1->4)-N-acetyl-D-glucosaminyl-(1->6)-[N-acetyl-D-galactosaminyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosaminyl-(1->3)]-N-acetyl-D-galactosaminitol",H antigen glycoprotein,https://ontology.iedb.org/ontology/ONTIE_0002135,,,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,,,,,,,,,,,,,,,,,G48244JI 
39,122244,Non-peptidic,alpha-D-Man-(1->6)-[alpha-D-Man-(1->3)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59034,"alpha-L-fucopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-[beta-D-xylopyranosyl-(1->2)]-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, 6-deoxy-alpha-L-galactopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-[beta-D-xylopyranosyl-(1->2)]-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)]-2-acetamido-2-deoxy-alpha-D-glucopyranose, alpha-D-Manp-(1->6)-[alpha-D-Manp-(1->3)]-[beta-D-Xylp-(1->2)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-[alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc, alpha-L-Fuc-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)]-beta-D-GlcNAc, alpha-L-fucosyl-(1->3)-[alpha-D-mannosyl-(1->3)-[alpha-D-mannosyl-(1->6)]-[beta-D-xylosyl-(1->2)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)]-N-acetyl-beta-D-glucosamine, alpha-L-Fucp-(1->3)-[alpha-D-Manp-(1->3)-[alpha-D-Manp-(1->6)]-[beta-D-Xylp-(1->2)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)]-beta-D-GlcpNAc, alpha-Man-(1->6)-[alpha-Man-(1->3)]-[beta-Xyl-(1->2)]-beta-Man-(1->4)-beta-GlcNAc-(1->4)-[alpha-Fuc-(1->3)]-beta-GlcNAc, Fucalpha1-3[Manalpha1-3(Manalpha1-6)(Xylbeta1-2)Manbeta1-4GlcNAcbeta1-4]GlcNAcbeta, Hev b 2 oligosaccharide, PHA N-glycan, untreated PHA N-glycan, untreated phytohemagglutinin N-glycan, WURCS=2.0/5,7,6/[a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5]/1-2-1-3-4-5-5/a3-b1_a4-c1_c4-d1_d2-e1_d3-f1_d6-g1, N-glycan heptasaccharide",Cry j 1 precursor,http://www.ncbi.nlm.nih.gov/protein/Q8RUR1,Cry j 1,http://www.uniprot.org/uniprot/P18632,Cryptomeria japonica,http://purl.obolibrary.org/obo/NCBITaxon_3369,Cryptomeria japonica,http://purl.obolibrary.org/obo/NCBITaxon_3369,This oligosaccharide is one of the N-glycan structures  from allergen Cry j 1.,,,,,,,,,,,,,,,,G26295XE 
40,122681,Non-peptidic,disodium cromoglycate,,,,,http://purl.obolibrary.org/obo/CHEBI_128458,"disodium 5,5'-[(2-hydroxypropane-1,3-diyl)bis(oxy)]bis(4-oxo-4H-chromene-2-carboxylate), Cromoglycate disodium, Cromolyn sodium, Dinatrium salz von 1,3-bis-(2-carboxychromon-5-yloxy)-2-hydroxypropan, Disodium 5,5'-((2-hydroxytrimethylene)bis(oxy))bis(4-oxo-4H-1-benzopyran-2-carboxylate), disodium 5-[3-(2-carboxylato-4-oxo-4H-5-chromenyloxy)-2-hydroxypropoxy]-4-oxo-4H-2-chromenecarboxylate, disodium 5-{3-[(2-carboxylato-4-oxo-4H-chromen-5-yl)oxy]-2-hydroxypropoxy}-4-oxo-4H-chromene-2-carboxylate, disodium cromoglycate, DSCG, FPL-670, Natrium cromoglicat, Sodium cromoglicate, Sodium cromoglycate, Sodium cromolyn, Sodium salt of 5-[3-(2-carboxy-4-oxo-4H-5-chromenyloxy)-2-hydroxypropoxy]-4-oxo-4H-2-chromenecarboxylic acid",,,,,,,,,,,,,,,,,,,,,,,,,G89005SR 
41,122964,Non-peptidic,digoxin,,,,,http://purl.obolibrary.org/obo/CHEBI_4551,"(3beta,5beta,12beta)-3-{[2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl]oxy}-12,14-dihydroxycard-20(22)-enolide, 12beta-hydroxydigitoxin, digoxin",,,,,,,,,,,,,,,,,,,,,,,,,G46317GO 
42,123886,Non-peptidic,alpha-D-Manp-(1->3)-[alpha-D-Manp-(1->6)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_53458,"alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranose, (Man)3(GlcNAc)2, alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-D-GlcNAc, alpha-D-mannose-(1-3)-[alpha-D-mannose-(1-6)]-beta-D-mannose-(1-4)-beta-N-acetyl-D-glucosamine-(1-4)-N-acetyl-D-glucosamine, alpha-D-mannose-(1->3)-[alpha-D-mannose-(1->6)]-beta-D-mannose-(1->4)-beta-N-acetyl-D-glucosamine-(1->4)-N-acetyl-D-glucosamine, alpha-D-mannosyl-(1-3)-[alpha-D-mannosyl-(1-6)]-beta-D-mannosyl-(1-4)-beta-N-acetyl-D-glucosaminyl-(1-4)-N-acetyl-D-glucosamine, alpha-D-mannosyl-(1->3)-[alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-glucosamine, mannotriose-di-(N-acetyl-D-glucosamine), MM, WURCS=2.0/4,5,4/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4/a4-b1_b4-c1_c3-d1_c6-e1",,,,,,,,,,,,,,,,,,,,,,,,,G20624LQ 
43,123887,Non-peptidic,alpha-D-Manp-(1->3)-[alpha-D-Manp-(1->6)]-[beta-D-Xylp-(1->2)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_53464,"alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-[beta-D-xylopyranosyl-(->2)]-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranose, (GlcNAc)2 (Man)3 (Xyl)1, alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-D-GlcNAc, alpha-D-mannosyl-(1->3)-[alpha-D-mannosyl-(1->6)]-[beta-D-xylosyl-(1->2)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-D-glucosamine, Man-alpha-(1->6)-[Man-alpha-(1->3)]-[Xyl-beta-(1->2)]-Man-beta-(1->4)-GlcNAc-beta-(1->4)-GlcNAc, Manalpha1-3(Manalpha1-6)(Xylbeta1-2)Manbeta1-4GlcNAcbeta1-4GlcNAc, Manalpha1->6(Manalpha1->3)(Xylbeta1->2)Manbeta1->4GlcNAcbeta1->4GlcNAc, MMX, WURCS=2.0/5,6,5/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5-5/a4-b1_b4-c1_c2-d1_c3-e1_c6-f1, MMX",,,,,,,,,,,,,,,,,,,,,,,,,G80513FH 
44,123888,Non-peptidic,alpha-L-Fucp-(1->3)-[alpha-D-Manp-(1->3)-[alpha-D-Manp-(1->6)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)]-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_53465,"alpha-L-fucopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)]-D-GlcNAc, Fuc-alpha-(1->3)-[Man-alpha-(1->3)-[Man-alpha-(1->6)]-Man-beta-(1->4)-GlcNAc-beta-(1->4)]-GlcNAc, L-Fuc-alpha-(1->3)-[D-Man-alpha-(1->3)-[D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)]-D-GlcNAc, MMF(3), WURCS=2.0/5,6,5/[a2122h-1x_1-5_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5-5/a3-b1_a4-c1_c4-d1_d3-e1_d6-f1, MMF3, MMF",,,,,,,,,,,,,,,,,,,,,,,,,G92612ZM 
45,123891,Non-peptidic,alpha-D-GalpNAc-(1->2)-alpha-L-Fucp-(1->3)-[beta-D-GalpNAc-(1->4)]-beta-D-Glcp-(1->3)-D-GalNAc-ol,,,,,http://purl.obolibrary.org/obo/CHEBI_59048,"2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1->4)-[2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->2)-alpha-L-fucopyranosyl-(1->3)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-2-acetamido-2-deoxy-D-galactitol, beta-D-GalpNAc-(1->4)-[alpha-D-GalpNAc-1->2-alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc-(1->3)-D-GalNAc-ol, GalNAc(alpha1-2)Fuc(alpha1-3)[GalNAc(beta1-4)]GlcNAc(beta1-3)GalNAc-ol, GalNAc(alpha1->2)Fuc(alpha1->3)[GalNAc(beta1->4)]GlcNAc(beta1->3)GalNAc-ol, GalNAcbeta(1-4)[GalNAcalpha(1-2)Fucalpha(1-3)]GlcNAcbeta(1-3)GalNAc-ol, GalNAcbeta(1->4)[GalNAcalpha(1->2)Fucalpha(1->3)]GlcNAcbeta(1->3)GalNAc-ol, Gp-1beta-b6",major allergen,http://www.ncbi.nlm.nih.gov/protein/BAD88796.1,,,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,Styela plicata,http://purl.obolibrary.org/obo/NCBITaxon_7726,,,,,,,,,,,,,,,,,G68946MX 
46,125331,Non-peptidic,N-acetyl-4-(N-acetylglucosaminyl)muramoyl-L-alanyl-D-isoglutamine,,,,,http://purl.obolibrary.org/obo/CHEBI_59315,"GMDP, N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-D-isoglutamine",,,,,,,,,,,,,,,,,,,,,,,,,G06870QV 
47,125611,Non-peptidic,alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->2)-alpha-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_59281,"alpha-L-rhamnopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->2)-alpha-D-galactopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->3)-6-deoxy-alpha-L-mannopyranosyl-(1->2)-alpha-D-galactopyranose, alpha-L-Rha-(1->3)-alpha-L-Rha-(1->2)-alpha-D-Gal, alpha-L-rhamnosyl-(1->3)-alpha-L-rhamnosyl-(1->2)-alpha-D-galactose, Rhaalpha1-3Rhaalpha1-2Galalpha",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Shigella dysenteriae serotype 1 114Sd,https://ontology.iedb.org/ontology/ONTIE_0000651,Shigella dysenteriae,http://purl.obolibrary.org/obo/NCBITaxon_622,This trisaccharide is part of the O-PS repeating unit of <i>Shigella dysenteriae</i> serotype 1 LPS. The O-PS from this strain is made of repeating units of alpha-L-Rha<i>p</i>-(1&rarr;3)alpha-L-Rha<i>p</i>(1&rarr;2)-alpha-D-Gal<i>p</i>-(1&rarr;3)alpha-D-Gcl<i>p</i>NAc.,,,,,,,,,,,,,,,,G70873CF 
48,125612,Non-peptidic,"alpha-4-(3-deoxy-L-glycero-tetronoyl)amino-4,6-dideoxy-D-mannose-(1->2)-alpha-4-(3-deoxy-L-glycero-tetronoyl)-amino-4,6-dideoxy-D-mannose",,,,,http://purl.obolibrary.org/obo/CHEBI_59298,"4,6-dideoxy-2-O-(4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-alpha-D-mannopyranosyl)-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-alpha-D-mannopyranose, ",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Vibrio cholerae O1 serotype Inaba,https://ontology.iedb.org/ontology/ONTIE_0000475,Vibrio cholerae,http://purl.obolibrary.org/obo/NCBITaxon_666,This carbohydrate unit forms to the O-polysaccharide from V.cholera O1 serotype Inaba LPS.,,,,,,,,,,,,,,,,G30999CC 
49,125613,Non-peptidic,alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59310,"alpha-L-rhamnopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->3)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, alpha-L-Rha-(1->3)-alpha-L-Rha-(1->3)-beta-D-GlcNAc, Rhaalpha(1-3)Rhaalpha(1-3)GlcNAcbeta",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Shigella flexneri Y,http://purl.obolibrary.org/obo/NCBITaxon_424720,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_623,The epitope was derived from a segment of Shigella flexneri O-PS.,,,,,,,,,,,,,,,,G99730WL 
50,125614,Non-peptidic,alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc-(1->2)-alpha-L-Rhap,,,,,http://purl.obolibrary.org/obo/CHEBI_59313,"alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-L-rhamnopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranose, alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-alpha-L-Rha-(1->3)-beta-D-GlcNAc-(1->2)-alpha-L-Rha",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Shigella flexneri Y,http://purl.obolibrary.org/obo/NCBITaxon_424720,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_623,The epitope was derived from a segment of Shigella flexneri O-PS.,,,,,,,,,,,,,,,,G79676HF 
51,125615,Non-peptidic,alpha-L-Rhap-(1->3)-alpha-L-2-deoxy-Rhap-(1->3)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59312,"alpha-L-rhamnopyranosyl-(1->3)-2,6-dideoxy-alpha-L-arabino-hexopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->3)-2,6-dideoxy-alpha-L-arabino-hexopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, alpha-L-Rha-(1->3)-alpha-L-2-deoxy-Rha-(1->3)-beta-D-GlcNAc, Rhaalpha(1-3)dRhaalpha(1-3)GlcNAcbeta",,,,,,,,,"The epitope is an analog of a segment of Shigella flexneri O-PS. This structure has a 2-deoxy-rhamnose as the second sugar moiety, which is found as rhamnose in the natural O-PS.",analog,Fragment of a Natural Non-Sequence Molecule,alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc,,,http://purl.obolibrary.org/obo/CHEBI_59310,"(1:6-deoxy-alpha-L-mannopyranosyl-(1->3)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, alpha-L-Rha-(1->3)-alpha-L-Rha-(1->3)-beta-D-GlcNAc, Rhaalpha(1-3)Rhaalpha(1-3)GlcNAcbeta), (2:Lipopolysaccharide, lipopolysaccharides, LPS)",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Shigella flexneri Y,http://purl.obolibrary.org/obo/NCBITaxon_424720,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_623,G30142SQ 
52,127513,Non-peptidic,beta-D-GlcpNAc-(1->3)-[alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->2)]-alpha-L-Rhap,,,,,http://purl.obolibrary.org/obo/CHEBI_59308,"2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-[alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->2)]-alpha-L-rhamnopyranose, 2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-[6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-6-deoxy-alpha-L-mannopyranosyl-(1->2)]-6-deoxy-alpha-L-mannopyranose, alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-alpha-L-Rha-(1->2)-[beta-D-GlcNAc-(1->3)]-alpha-L-Rha, alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->2)-[2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)]-alpha-L-rhamnpyranoose, alpha-L-rhamnosyl-(1->2)-alpha-L-rhamnosyl-(1->3)-alpha-L-rhamnosyl-(1->2)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-alpha-L-rhamnose, alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->2)-[beta-D-GlcpNAc-(1->3)]-alpha-L-Rhap, beta-D-GlcNAc-(1->3)-[alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-alpha-L-Rha-(1->2)]-alpha-L-Rha, GlcNAcbeta(1-3)[Rhaalpha(1-2)Rhaalpha(1-3)Rhaalpha(1-2)]Rhaalpha",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pyogenes,http://purl.obolibrary.org/obo/NCBITaxon_1314,Streptococcus pyogenes,http://purl.obolibrary.org/obo/NCBITaxon_1314,Pentasaccharide from the repetitive unit of Group A Streptococcus cell wall polysaccharide.,,,,,,,,,,,,,,,,G64310EN 
53,127517,Non-peptidic,alpha-D-Galp-(1->2)-[alpha-D-Abep-(1->3)]-alpha-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_59319,"3,6-dideoxy-alpha-D-xylo-hexopyranosyl-(1->3)-[alpha-D-galactopyranosyl-(1->2)]-alpha-D-mannopyranose, alpha-D-abequopyranosyl-(1->3)-[alpha-D-galactopyranosyl-(1->2)]-alpha-D-mannopyranose, alpha-D-abequosyl-(1-3)-[alpha-D-galactosyl-(1-2)]-alpha-D-mannose, alpha-D-abequosyl-(1->3)-[alpha-D-galactosyl-(1->2)]-alpha-D-mannose, alpha-D-Gal(1->2)-[alpha-D-Abe-(1->3)]-alpha-D-Man",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Salmonella enterica subsp. enterica serovar Essen,http://purl.obolibrary.org/obo/NCBITaxon_29477,Salmonella enterica,http://purl.obolibrary.org/obo/NCBITaxon_28901,The epitope is part of the O-PS repeating unit of Salmonella type B LPS.,,,,,,,,,,,,,,,,G33761NS 
54,128161,Non-peptidic,beta-D-Manp-(1->2)-beta-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_59494,"beta-D-mannopyranosyl-(1->2)-beta-D-mannopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->2)-alpha-D-mannopyranose, beta-D-Man-(1->2)-beta-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man, beta-D-mannosyl-(1->2)-beta-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannose, LM5, Manbeta1-2Manbeta1-2Manalpha1-2Manalpha1-2Manalpha, WURCS=2.0/2,5,4/[a1122h-1a_1-5][a1122h-1b_1-5]/1-1-1-2-2/a2-b1_b2-c1_c2-d1_d2-e1",phosphomannan,http://purl.obolibrary.org/obo/CHEBI_16178,,,Clavispora lusitaniae,http://purl.obolibrary.org/obo/NCBITaxon_36911,Clavispora lusitaniae,http://purl.obolibrary.org/obo/NCBITaxon_36911,,,,,,,,,,,,,,,,,G53868KU 
55,128162,Non-peptidic,"beta-D-Glcp3,6Me2-(1->4)-alpha-L-Rhap2,3-Me2",,,,,http://purl.obolibrary.org/obo/CHEBI_59465,"3,6-di-O-methyl-beta-D-glucopyranosyl-(1->4)-2,3-di-O-methyl-alpha-L-rhamnopyranose, 3,6-di-O-methyl-beta-D-glucopyranosyl-(1->4)-6-deoxy-2,3-di-O-methyl-alpha-L-mannopyranose, 6-deoxy-4-O-(3,6-di-O-methyl-beta-D-glucopyranosyl)-2,3-di-O-methyl-alpha-L-mannopyranose, Mycobacterium leprae PGL-1 outer disaccharide",phenolic glycolipid-1,http://purl.obolibrary.org/obo/CHEBI_59104,,,Mycobacterium leprae,http://purl.obolibrary.org/obo/NCBITaxon_1769,Mycobacterium leprae,http://purl.obolibrary.org/obo/NCBITaxon_1769,,,,,,,,,,,,,,,,,G58142ME 
